PO number,GRN No.,Item number,Item Description,UoM,Qnty received,Supplier code,Received Location
PO-79181,GRN100100280,ITM-001,High Precision Resistor,PCS,1727,SUP-1006,Philippines/Manila
PO-79182,GRN100100281,ITM-002,Thermal Paste,TUB,613,SUP-1006,US/New York
PO-79183,GRN100100282,ITM-003,Capacitor 100uF,PCS,1658,SUP-1006,Philippines/Manila
PO-79184,GRN100100283,ITM-004,Silicone Sealant,TUB,1804,SUP-1006,Philippines/Manila
PO-79185,GRN100100284,ITM-005,Logic Chip,PCS,1279,SUP-1006,US/New York
PO-79186,GRN100100285,ITM-001,High Precision Resistor,PCS,568,SUP-1007,Taiwan/Taipei
PO-79187,GRN100100286,ITM-002,Thermal Paste,TUB,1183,SUP-1007,US/New York
PO-79188,GRN100100287,ITM-003,Capacitor 100uF,PCS,783,SUP-1007,Taiwan/Taipei
PO-79189,GRN100100288,ITM-004,Silicone Sealant,TUB,1689,SUP-1007,US/New York
PO-79190,GRN100100289,ITM-005,Logic Chip,PCS,861,SUP-1007,US/New York
PO-79191,GRN100100290,ITM-001,High Precision Resistor,PCS,936,SUP-1008,Taiwan/Taipei
PO-79192,GRN100100291,ITM-002,Thermal Paste,TUB,515,SUP-1008,Philippines/Manila
PO-79193,GRN100100292,ITM-003,Capacitor 100uF,PCS,572,SUP-1008,Philippines/Manila
PO-79194,GRN100100293,ITM-004,Silicone Sealant,TUB,871,SUP-1008,Philippines/Manila
PO-79195,GRN100100294,ITM-005,Logic Chip,PCS,1853,SUP-1008,Philippines/Manila
PO-79196,GRN100100295,ITM-001,High Precision Resistor,PCS,1462,SUP-1009,US/New York
PO-79197,GRN100100296,ITM-002,Thermal Paste,TUB,690,SUP-1009,US/New York
PO-79198,GRN100100297,ITM-003,Capacitor 100uF,PCS,1438,SUP-1009,Philippines/Manila
PO-79199,GRN100100298,ITM-004,Silicone Sealant,TUB,945,SUP-1009,US/New York
PO-79200,GRN100100299,ITM-005,Logic Chip,PCS,1317,SUP-1009,Taiwan/Taipei
PO-79201,GRN100100300,ITM-001,High Precision Resistor,PCS,1523,SUP-1010,Taiwan/Taipei
PO-79202,GRN100100301,ITM-002,Thermal Paste,TUB,810,SUP-1010,Philippines/Manila
PO-79203,GRN100100302,ITM-003,Capacitor 100uF,PCS,986,SUP-1010,US/New York
PO-79204,GRN100100303,ITM-004,Silicone Sealant,TUB,1552,SUP-1010,Taiwan/Taipei
PO-79205,GRN100100304,ITM-005,Logic Chip,PCS,1206,SUP-1010,US/New York
PO-79206,GRN100100305,ITM-001,High Precision Resistor,PCS,1232,SUP-1011,Philippines/Manila
PO-79207,GRN100100306,ITM-002,Thermal Paste,TUB,635,SUP-1011,Taiwan/Taipei
PO-79208,GRN100100307,ITM-003,Capacitor 100uF,PCS,561,SUP-1011,Taiwan/Taipei
PO-79209,GRN100100308,ITM-004,Silicone Sealant,TUB,574,SUP-1011,US/New York
PO-79210,GRN100100309,ITM-005,Logic Chip,PCS,1124,SUP-1011,Philippines/Manila
PO-79211,GRN100100310,ITM-001,High Precision Resistor,PCS,1711,SUP-1012,Taiwan/Taipei
PO-79212,GRN100100311,ITM-002,Thermal Paste,TUB,1098,SUP-1012,Philippines/Manila
PO-79213,GRN100100312,ITM-003,Capacitor 100uF,PCS,1475,SUP-1012,Taiwan/Taipei
PO-79214,GRN100100313,ITM-004,Silicone Sealant,TUB,1840,SUP-1012,Philippines/Manila
PO-79215,GRN100100314,ITM-005,Logic Chip,PCS,1034,SUP-1012,Taiwan/Taipei
PO-79216,GRN100100315,ITM-001,High Precision Resistor,PCS,1817,SUP-1013,US/New York
PO-79217,GRN100100316,ITM-002,Thermal Paste,TUB,1586,SUP-1013,Taiwan/Taipei
PO-79218,GRN100100317,ITM-003,Capacitor 100uF,PCS,1111,SUP-1013,Taiwan/Taipei
PO-79219,GRN100100318,ITM-004,Silicone Sealant,TUB,1651,SUP-1013,US/New York
PO-79220,GRN100100319,ITM-005,Logic Chip,PCS,1324,SUP-1013,Taiwan/Taipei
PO-79221,GRN100100320,ITM-001,High Precision Resistor,PCS,1380,SUP-1014,Taiwan/Taipei
PO-79222,GRN100100321,ITM-002,Thermal Paste,TUB,608,SUP-1014,Taiwan/Taipei
PO-79223,GRN100100322,ITM-003,Capacitor 100uF,PCS,1007,SUP-1014,US/New York
PO-79224,GRN100100323,ITM-004,Silicone Sealant,TUB,613,SUP-1014,US/New York
PO-79225,GRN100100324,ITM-005,Logic Chip,PCS,1306,SUP-1014,US/New York
PO-79226,GRN100100325,ITM-001,High Precision Resistor,PCS,1608,SUP-1015,Taiwan/Taipei
PO-79227,GRN100100326,ITM-002,Thermal Paste,TUB,1718,SUP-1015,Philippines/Manila
PO-79228,GRN100100327,ITM-003,Capacitor 100uF,PCS,724,SUP-1015,US/New York
PO-79229,GRN100100328,ITM-004,Silicone Sealant,TUB,845,SUP-1015,US/New York
PO-79230,GRN100100329,ITM-005,Logic Chip,PCS,532,SUP-1015,Taiwan/Taipei
PO-79231,GRN100100330,ITM-001,High Precision Resistor,PCS,1488,SUP-1016,Philippines/Manila
PO-79232,GRN100100331,ITM-002,Thermal Paste,TUB,1943,SUP-1016,Taiwan/Taipei
PO-79233,GRN100100332,ITM-003,Capacitor 100uF,PCS,964,SUP-1016,US/New York
PO-79234,GRN100100333,ITM-004,Silicone Sealant,TUB,1047,SUP-1016,Taiwan/Taipei
PO-79235,GRN100100334,ITM-005,Logic Chip,PCS,1721,SUP-1016,US/New York
PO-79236,GRN100100335,ITM-001,High Precision Resistor,PCS,517,SUP-1017,US/New York
PO-79237,GRN100100336,ITM-002,Thermal Paste,TUB,1306,SUP-1017,US/New York
PO-79238,GRN100100337,ITM-003,Capacitor 100uF,PCS,1015,SUP-1017,US/New York
PO-79239,GRN100100338,ITM-004,Silicone Sealant,TUB,1456,SUP-1017,US/New York
PO-79240,GRN100100339,ITM-005,Logic Chip,PCS,612,SUP-1017,Philippines/Manila
PO-79241,GRN100100340,ITM-001,High Precision Resistor,PCS,1115,SUP-1018,US/New York
PO-79242,GRN100100341,ITM-002,Thermal Paste,TUB,1866,SUP-1018,Taiwan/Taipei
PO-79243,GRN100100342,ITM-003,Capacitor 100uF,PCS,1382,SUP-1018,Philippines/Manila
PO-79244,GRN100100343,ITM-004,Silicone Sealant,TUB,1465,SUP-1018,Philippines/Manila
PO-79245,GRN100100344,ITM-005,Logic Chip,PCS,1390,SUP-1018,Taiwan/Taipei
PO-79246,GRN100100345,ITM-001,High Precision Resistor,PCS,1113,SUP-1019,US/New York
PO-79247,GRN100100346,ITM-002,Thermal Paste,TUB,879,SUP-1019,US/New York
PO-79248,GRN100100347,ITM-003,Capacitor 100uF,PCS,935,SUP-1019,US/New York
PO-79249,GRN100100348,ITM-004,Silicone Sealant,TUB,1772,SUP-1019,Philippines/Manila
PO-79250,GRN100100349,ITM-005,Logic Chip,PCS,862,SUP-1019,US/New York
PO-79251,GRN100100350,ITM-001,High Precision Resistor,PCS,1626,SUP-1020,Taiwan/Taipei
PO-79252,GRN100100351,ITM-002,Thermal Paste,TUB,1014,SUP-1020,US/New York
PO-79253,GRN100100352,ITM-003,Capacitor 100uF,PCS,704,SUP-1020,Taiwan/Taipei
PO-79254,GRN100100353,ITM-004,Silicone Sealant,TUB,571,SUP-1020,Philippines/Manila
PO-79255,GRN100100354,ITM-005,Logic Chip,PCS,1768,SUP-1020,Taiwan/Taipei
PO-79256,GRN100100355,ITM-001,High Precision Resistor,PCS,1329,SUP-1021,Taiwan/Taipei
PO-79257,GRN100100356,ITM-002,Thermal Paste,TUB,868,SUP-1021,Philippines/Manila
PO-79258,GRN100100357,ITM-003,Capacitor 100uF,PCS,1592,SUP-1021,Philippines/Manila
PO-79259,GRN100100358,ITM-004,Silicone Sealant,TUB,560,SUP-1021,US/New York
PO-79260,GRN100100359,ITM-005,Logic Chip,PCS,1572,SUP-1021,Taiwan/Taipei
PO-79261,GRN100100360,ITM-001,High Precision Resistor,PCS,945,SUP-1022,Philippines/Manila
PO-79262,GRN100100361,ITM-002,Thermal Paste,TUB,1498,SUP-1022,Philippines/Manila
PO-79263,GRN100100362,ITM-003,Capacitor 100uF,PCS,1107,SUP-1022,Philippines/Manila
PO-79264,GRN100100363,ITM-004,Silicone Sealant,TUB,915,SUP-1022,Philippines/Manila
PO-79265,GRN100100364,ITM-005,Logic Chip,PCS,1098,SUP-1022,US/New York
PO-79266,GRN100100365,ITM-001,High Precision Resistor,PCS,576,SUP-1023,Philippines/Manila
PO-79267,GRN100100366,ITM-002,Thermal Paste,TUB,656,SUP-1023,US/New York
PO-79268,GRN100100367,ITM-003,Capacitor 100uF,PCS,1607,SUP-1023,US/New York
PO-79269,GRN100100368,ITM-004,Silicone Sealant,TUB,1984,SUP-1023,US/New York
PO-79270,GRN100100369,ITM-005,Logic Chip,PCS,1839,SUP-1023,Taiwan/Taipei
PO-79271,GRN100100370,ITM-001,High Precision Resistor,PCS,1080,SUP-1024,Philippines/Manila
PO-79272,GRN100100371,ITM-002,Thermal Paste,TUB,1039,SUP-1024,Philippines/Manila
PO-79273,GRN100100372,ITM-003,Capacitor 100uF,PCS,1795,SUP-1024,Taiwan/Taipei
PO-79274,GRN100100373,ITM-004,Silicone Sealant,TUB,647,SUP-1024,Philippines/Manila
PO-79275,GRN100100374,ITM-005,Logic Chip,PCS,1701,SUP-1024,Taiwan/Taipei
PO-79276,GRN100100375,ITM-001,High Precision Resistor,PCS,1052,SUP-1025,US/New York
PO-79277,GRN100100376,ITM-002,Thermal Paste,TUB,1081,SUP-1025,Taiwan/Taipei
PO-79278,GRN100100377,ITM-003,Capacitor 100uF,PCS,893,SUP-1025,Taiwan/Taipei
PO-79279,GRN100100378,ITM-004,Silicone Sealant,TUB,1438,SUP-1025,Taiwan/Taipei
PO-79280,GRN100100379,ITM-005,Logic Chip,PCS,1485,SUP-1025,Taiwan/Taipei
PO-79281,GRN100100380,ITM-001,High Precision Resistor,PCS,1406,SUP-1026,US/New York
PO-79282,GRN100100381,ITM-002,Thermal Paste,TUB,646,SUP-1026,Philippines/Manila
PO-79283,GRN100100382,ITM-003,Capacitor 100uF,PCS,943,SUP-1026,Taiwan/Taipei
PO-79284,GRN100100383,ITM-004,Silicone Sealant,TUB,1529,SUP-1026,US/New York
PO-79285,GRN100100384,ITM-005,Logic Chip,PCS,1456,SUP-1026,US/New York
PO-79286,GRN100100385,ITM-001,High Precision Resistor,PCS,731,SUP-1027,Philippines/Manila
PO-79287,GRN100100386,ITM-002,Thermal Paste,TUB,1521,SUP-1027,Philippines/Manila
PO-79288,GRN100100387,ITM-003,Capacitor 100uF,PCS,1497,SUP-1027,Taiwan/Taipei
PO-79289,GRN100100388,ITM-004,Silicone Sealant,TUB,1079,SUP-1027,US/New York
PO-79290,GRN100100389,ITM-005,Logic Chip,PCS,1602,SUP-1027,Philippines/Manila
PO-79291,GRN100100390,ITM-001,High Precision Resistor,PCS,1909,SUP-1028,Taiwan/Taipei
PO-79292,GRN100100391,ITM-002,Thermal Paste,TUB,1006,SUP-1028,Philippines/Manila
PO-79293,GRN100100392,ITM-003,Capacitor 100uF,PCS,1420,SUP-1028,US/New York
PO-79294,GRN100100393,ITM-004,Silicone Sealant,TUB,522,SUP-1028,Taiwan/Taipei
PO-79295,GRN100100394,ITM-005,Logic Chip,PCS,719,SUP-1028,US/New York
PO-79296,GRN100100395,ITM-001,High Precision Resistor,PCS,633,SUP-1029,Philippines/Manila
PO-79297,GRN100100396,ITM-002,Thermal Paste,TUB,833,SUP-1029,Taiwan/Taipei
PO-79298,GRN100100397,ITM-003,Capacitor 100uF,PCS,1504,SUP-1029,US/New York
PO-79299,GRN100100398,ITM-004,Silicone Sealant,TUB,1246,SUP-1029,Taiwan/Taipei
PO-79300,GRN100100399,ITM-005,Logic Chip,PCS,778,SUP-1029,US/New York
PO-79301,GRN100100400,ITM-001,High Precision Resistor,PCS,1743,SUP-1030,Philippines/Manila
PO-79302,GRN100100401,ITM-002,Thermal Paste,TUB,1494,SUP-1030,US/New York
PO-79303,GRN100100402,ITM-003,Capacitor 100uF,PCS,607,SUP-1030,US/New York
PO-79304,GRN100100403,ITM-004,Silicone Sealant,TUB,540,SUP-1030,Philippines/Manila
PO-79305,GRN100100404,ITM-005,Logic Chip,PCS,943,SUP-1030,Taiwan/Taipei
PO-79306,GRN100100405,ITM-001,High Precision Resistor,PCS,1379,SUP-1031,Philippines/Manila
PO-79307,GRN100100406,ITM-002,Thermal Paste,TUB,1553,SUP-1031,Philippines/Manila
PO-79308,GRN100100407,ITM-003,Capacitor 100uF,PCS,1984,SUP-1031,Philippines/Manila
PO-79309,GRN100100408,ITM-004,Silicone Sealant,TUB,1204,SUP-1031,Taiwan/Taipei
PO-79310,GRN100100409,ITM-005,Logic Chip,PCS,1417,SUP-1031,Taiwan/Taipei
PO-79311,GRN100100410,ITM-001,High Precision Resistor,PCS,939,SUP-1032,Philippines/Manila
PO-79312,GRN100100411,ITM-002,Thermal Paste,TUB,1585,SUP-1032,Philippines/Manila
PO-79313,GRN100100412,ITM-003,Capacitor 100uF,PCS,766,SUP-1032,Taiwan/Taipei
PO-79314,GRN100100413,ITM-004,Silicone Sealant,TUB,1170,SUP-1032,Philippines/Manila
PO-79315,GRN100100414,ITM-005,Logic Chip,PCS,1201,SUP-1032,US/New York
PO-79316,GRN100100415,ITM-001,High Precision Resistor,PCS,475,SUP-1033,US/New York
PO-79317,GRN100100416,ITM-002,Thermal Paste,TUB,670,SUP-1033,Taiwan/Taipei
PO-79318,GRN100100417,ITM-003,Capacitor 100uF,PCS,1659,SUP-1033,Philippines/Manila
PO-79319,GRN100100418,ITM-004,Silicone Sealant,TUB,1808,SUP-1033,Taiwan/Taipei
PO-79320,GRN100100419,ITM-005,Logic Chip,PCS,541,SUP-1033,Philippines/Manila
PO-79321,GRN100100420,ITM-001,High Precision Resistor,PCS,1722,SUP-1034,US/New York
PO-79322,GRN100100421,ITM-002,Thermal Paste,TUB,946,SUP-1034,Philippines/Manila
PO-79323,GRN100100422,ITM-003,Capacitor 100uF,PCS,755,SUP-1034,US/New York
PO-79324,GRN100100423,ITM-004,Silicone Sealant,TUB,1686,SUP-1034,US/New York
PO-79325,GRN100100424,ITM-005,Logic Chip,PCS,1907,SUP-1034,Taiwan/Taipei
PO-79326,GRN100100425,ITM-001,High Precision Resistor,PCS,1403,SUP-1035,Philippines/Manila
PO-79327,GRN100100426,ITM-002,Thermal Paste,TUB,1466,SUP-1035,US/New York
PO-79328,GRN100100427,ITM-003,Capacitor 100uF,PCS,790,SUP-1035,Philippines/Manila
PO-79329,GRN100100428,ITM-004,Silicone Sealant,TUB,1473,SUP-1035,Philippines/Manila
PO-79330,GRN100100429,ITM-005,Logic Chip,PCS,865,SUP-1035,Philippines/Manila
PO-79331,GRN100100430,ITM-001,High Precision Resistor,PCS,592,SUP-1036,Taiwan/Taipei
PO-79332,GRN100100431,ITM-002,Thermal Paste,TUB,1505,SUP-1036,Philippines/Manila
PO-79333,GRN100100432,ITM-003,Capacitor 100uF,PCS,910,SUP-1036,Taiwan/Taipei
PO-79334,GRN100100433,ITM-004,Silicone Sealant,TUB,654,SUP-1036,US/New York
PO-79335,GRN100100434,ITM-005,Logic Chip,PCS,991,SUP-1036,US/New York
PO-79336,GRN100100435,ITM-001,High Precision Resistor,PCS,1477,SUP-1037,Taiwan/Taipei
PO-79337,GRN100100436,ITM-002,Thermal Paste,TUB,1292,SUP-1037,Taiwan/Taipei
PO-79338,GRN100100437,ITM-003,Capacitor 100uF,PCS,657,SUP-1037,Taiwan/Taipei
PO-79339,GRN100100438,ITM-004,Silicone Sealant,TUB,870,SUP-1037,Philippines/Manila
PO-79340,GRN100100439,ITM-005,Logic Chip,PCS,1421,SUP-1037,US/New York
PO-79341,GRN100100440,ITM-001,High Precision Resistor,PCS,1241,SUP-1038,Taiwan/Taipei
PO-79342,GRN100100441,ITM-002,Thermal Paste,TUB,1306,SUP-1038,Philippines/Manila
PO-79343,GRN100100442,ITM-003,Capacitor 100uF,PCS,1795,SUP-1038,Taiwan/Taipei
PO-79344,GRN100100443,ITM-004,Silicone Sealant,TUB,1047,SUP-1038,US/New York
PO-79345,GRN100100444,ITM-005,Logic Chip,PCS,851,SUP-1038,Philippines/Manila
PO-79346,GRN100100445,ITM-001,High Precision Resistor,PCS,1658,SUP-1039,Taiwan/Taipei
PO-79347,GRN100100446,ITM-002,Thermal Paste,TUB,603,SUP-1039,Philippines/Manila
PO-79348,GRN100100447,ITM-003,Capacitor 100uF,PCS,614,SUP-1039,US/New York
PO-79349,GRN100100448,ITM-004,Silicone Sealant,TUB,517,SUP-1039,US/New York
PO-79350,GRN100100449,ITM-005,Logic Chip,PCS,1449,SUP-1039,Philippines/Manila
PO-79351,GRN100100450,ITM-001,High Precision Resistor,PCS,1401,SUP-1040,US/New York
PO-79352,GRN100100451,ITM-002,Thermal Paste,TUB,689,SUP-1040,Taiwan/Taipei
PO-79353,GRN100100452,ITM-003,Capacitor 100uF,PCS,1739,SUP-1040,US/New York
PO-79354,GRN100100453,ITM-004,Silicone Sealant,TUB,892,SUP-1040,Philippines/Manila
PO-79355,GRN100100454,ITM-005,Logic Chip,PCS,1656,SUP-1040,Taiwan/Taipei
PO-79356,GRN100100455,ITM-001,High Precision Resistor,PCS,925,SUP-1041,US/New York
PO-79357,GRN100100456,ITM-002,Thermal Paste,TUB,1033,SUP-1041,US/New York
PO-79358,GRN100100457,ITM-003,Capacitor 100uF,PCS,1752,SUP-1041,US/New York
PO-79359,GRN100100458,ITM-004,Silicone Sealant,TUB,743,SUP-1041,Philippines/Manila
PO-79360,GRN100100459,ITM-005,Logic Chip,PCS,945,SUP-1041,Philippines/Manila
PO-79361,GRN100100460,ITM-001,High Precision Resistor,PCS,1600,SUP-1042,Philippines/Manila
PO-79362,GRN100100461,ITM-002,Thermal Paste,TUB,817,SUP-1042,US/New York
PO-79363,GRN100100462,ITM-003,Capacitor 100uF,PCS,732,SUP-1042,Philippines/Manila
PO-79364,GRN100100463,ITM-004,Silicone Sealant,TUB,1648,SUP-1042,US/New York
PO-79365,GRN100100464,ITM-005,Logic Chip,PCS,641,SUP-1042,US/New York
PO-79366,GRN100100465,ITM-001,High Precision Resistor,PCS,1112,SUP-1043,Philippines/Manila
PO-79367,GRN100100466,ITM-002,Thermal Paste,TUB,836,SUP-1043,Philippines/Manila
PO-79368,GRN100100467,ITM-003,Capacitor 100uF,PCS,1555,SUP-1043,Philippines/Manila
PO-79369,GRN100100468,ITM-004,Silicone Sealant,TUB,622,SUP-1043,Taiwan/Taipei
PO-79370,GRN100100469,ITM-005,Logic Chip,PCS,658,SUP-1043,Philippines/Manila
PO-79371,GRN100100470,ITM-001,High Precision Resistor,PCS,1590,SUP-1044,Taiwan/Taipei
PO-79372,GRN100100471,ITM-002,Thermal Paste,TUB,1786,SUP-1044,Philippines/Manila
PO-79373,GRN100100472,ITM-003,Capacitor 100uF,PCS,1335,SUP-1044,Taiwan/Taipei
PO-79374,GRN100100473,ITM-004,Silicone Sealant,TUB,1424,SUP-1044,US/New York
PO-79375,GRN100100474,ITM-005,Logic Chip,PCS,1341,SUP-1044,US/New York
PO-79376,GRN100100475,ITM-001,High Precision Resistor,PCS,735,SUP-1045,Taiwan/Taipei
PO-79377,GRN100100476,ITM-002,Thermal Paste,TUB,1507,SUP-1045,Taiwan/Taipei
PO-79378,GRN100100477,ITM-003,Capacitor 100uF,PCS,1132,SUP-1045,Taiwan/Taipei
PO-79379,GRN100100478,ITM-004,Silicone Sealant,TUB,776,SUP-1045,Taiwan/Taipei
PO-79380,GRN100100479,ITM-005,Logic Chip,PCS,536,SUP-1045,Philippines/Manila
PO-79381,GRN100100480,ITM-001,High Precision Resistor,PCS,1508,SUP-1046,Taiwan/Taipei
PO-79382,GRN100100481,ITM-002,Thermal Paste,TUB,836,SUP-1046,Taiwan/Taipei
PO-79383,GRN100100482,ITM-003,Capacitor 100uF,PCS,947,SUP-1046,Taiwan/Taipei
PO-79384,GRN100100483,ITM-004,Silicone Sealant,TUB,730,SUP-1046,Taiwan/Taipei
PO-79385,GRN100100484,ITM-005,Logic Chip,PCS,1729,SUP-1046,Taiwan/Taipei
PO-79386,GRN100100485,ITM-001,High Precision Resistor,PCS,859,SUP-1047,US/New York
PO-79387,GRN100100486,ITM-002,Thermal Paste,TUB,905,SUP-1047,US/New York
PO-79388,GRN100100487,ITM-003,Capacitor 100uF,PCS,960,SUP-1047,Taiwan/Taipei
PO-79389,GRN100100488,ITM-004,Silicone Sealant,TUB,957,SUP-1047,Philippines/Manila
PO-79390,GRN100100489,ITM-005,Logic Chip,PCS,1598,SUP-1047,US/New York
PO-79391,GRN100100490,ITM-001,High Precision Resistor,PCS,476,SUP-1048,Taiwan/Taipei
PO-79392,GRN100100491,ITM-002,Thermal Paste,TUB,1577,SUP-1048,US/New York
PO-79393,GRN100100492,ITM-003,Capacitor 100uF,PCS,1351,SUP-1048,Taiwan/Taipei
PO-79394,GRN100100493,ITM-004,Silicone Sealant,TUB,1465,SUP-1048,Taiwan/Taipei
PO-79395,GRN100100494,ITM-005,Logic Chip,PCS,1153,SUP-1048,Taiwan/Taipei
PO-79396,GRN100100495,ITM-001,High Precision Resistor,PCS,721,SUP-1049,US/New York
PO-79397,GRN100100496,ITM-002,Thermal Paste,TUB,1389,SUP-1049,Philippines/Manila
PO-79398,GRN100100497,ITM-003,Capacitor 100uF,PCS,488,SUP-1049,US/New York
PO-79399,GRN100100498,ITM-004,Silicone Sealant,TUB,1204,SUP-1049,Philippines/Manila
PO-79400,GRN100100499,ITM-005,Logic Chip,PCS,780,SUP-1049,US/New York
PO-79401,GRN100100500,ITM-001,High Precision Resistor,PCS,1200,SUP-1050,Taiwan/Taipei
PO-79402,GRN100100501,ITM-002,Thermal Paste,TUB,1643,SUP-1050,Philippines/Manila
PO-79403,GRN100100502,ITM-003,Capacitor 100uF,PCS,1654,SUP-1050,Taiwan/Taipei
PO-79404,GRN100100503,ITM-004,Silicone Sealant,TUB,904,SUP-1050,US/New York
PO-79405,GRN100100504,ITM-005,Logic Chip,PCS,1794,SUP-1050,US/New York
PO-79406,GRN100100505,ITM-001,High Precision Resistor,PCS,1718,SUP-1001,Philippines/Manila
PO-79407,GRN100100506,ITM-002,Thermal Paste,TUB,930,SUP-1001,Taiwan/Taipei
PO-79408,GRN100100507,ITM-003,Capacitor 100uF,PCS,696,SUP-1001,US/New York
PO-79409,GRN100100508,ITM-004,Silicone Sealant,TUB,1327,SUP-1001,US/New York
PO-79410,GRN100100509,ITM-005,Logic Chip,PCS,748,SUP-1001,Taiwan/Taipei
PO-79411,GRN100100510,ITM-001,High Precision Resistor,PCS,1838,SUP-1002,US/New York
PO-79412,GRN100100511,ITM-002,Thermal Paste,TUB,1243,SUP-1002,Philippines/Manila
PO-79413,GRN100100512,ITM-003,Capacitor 100uF,PCS,638,SUP-1002,Philippines/Manila
PO-79414,GRN100100513,ITM-004,Silicone Sealant,TUB,1009,SUP-1002,Philippines/Manila
PO-79415,GRN100100514,ITM-005,Logic Chip,PCS,1310,SUP-1002,US/New York
PO-79416,GRN100100515,ITM-001,High Precision Resistor,PCS,1714,SUP-1003,Taiwan/Taipei
PO-79417,GRN100100516,ITM-002,Thermal Paste,TUB,1001,SUP-1003,Taiwan/Taipei
PO-79418,GRN100100517,ITM-003,Capacitor 100uF,PCS,1034,SUP-1003,US/New York
PO-79419,GRN100100518,ITM-004,Silicone Sealant,TUB,734,SUP-1003,Philippines/Manila
PO-79420,GRN100100519,ITM-005,Logic Chip,PCS,547,SUP-1003,Philippines/Manila
PO-79421,GRN100100520,ITM-001,High Precision Resistor,PCS,641,SUP-1004,US/New York
PO-79422,GRN100100521,ITM-002,Thermal Paste,TUB,1758,SUP-1004,US/New York
PO-79423,GRN100100522,ITM-003,Capacitor 100uF,PCS,1690,SUP-1004,Taiwan/Taipei
PO-79424,GRN100100523,ITM-004,Silicone Sealant,TUB,531,SUP-1004,US/New York
PO-79425,GRN100100524,ITM-005,Logic Chip,PCS,562,SUP-1004,Taiwan/Taipei
PO-79426,GRN100100525,ITM-001,High Precision Resistor,PCS,1762,SUP-1005,US/New York
PO-79427,GRN100100526,ITM-002,Thermal Paste,TUB,1828,SUP-1005,Philippines/Manila
PO-79428,GRN100100527,ITM-003,Capacitor 100uF,PCS,863,SUP-1005,Philippines/Manila
PO-79429,GRN100100528,ITM-004,Silicone Sealant,TUB,985,SUP-1005,Philippines/Manila
PO-79430,GRN100100529,ITM-005,Logic Chip,PCS,1875,SUP-1005,Philippines/Manila
PO-79431,GRN100100530,ITM-001,High Precision Resistor,PCS,909,SUP-1006,Taiwan/Taipei
PO-79432,GRN100100531,ITM-002,Thermal Paste,TUB,1736,SUP-1006,Taiwan/Taipei
PO-79433,GRN100100532,ITM-003,Capacitor 100uF,PCS,1638,SUP-1006,Philippines/Manila
PO-79434,GRN100100533,ITM-004,Silicone Sealant,TUB,1451,SUP-1006,Taiwan/Taipei
PO-79435,GRN100100534,ITM-005,Logic Chip,PCS,1485,SUP-1006,Philippines/Manila
PO-79436,GRN100100535,ITM-001,High Precision Resistor,PCS,937,SUP-1007,Philippines/Manila
PO-79437,GRN100100536,ITM-002,Thermal Paste,TUB,1528,SUP-1007,Taiwan/Taipei
PO-79438,GRN100100537,ITM-003,Capacitor 100uF,PCS,600,SUP-1007,Philippines/Manila
PO-79439,GRN100100538,ITM-004,Silicone Sealant,TUB,1065,SUP-1007,Philippines/Manila
PO-79440,GRN100100539,ITM-005,Logic Chip,PCS,1575,SUP-1007,US/New York
PO-79441,GRN100100540,ITM-001,High Precision Resistor,PCS,1115,SUP-1008,US/New York
PO-79442,GRN100100541,ITM-002,Thermal Paste,TUB,1701,SUP-1008,US/New York
PO-79443,GRN100100542,ITM-003,Capacitor 100uF,PCS,1897,SUP-1008,US/New York
PO-79444,GRN100100543,ITM-004,Silicone Sealant,TUB,1775,SUP-1008,Taiwan/Taipei
PO-79445,GRN100100544,ITM-005,Logic Chip,PCS,1385,SUP-1008,Taiwan/Taipei
PO-79446,GRN100100545,ITM-001,High Precision Resistor,PCS,1173,SUP-1009,Taiwan/Taipei
PO-79447,GRN100100546,ITM-002,Thermal Paste,TUB,811,SUP-1009,Taiwan/Taipei
PO-79448,GRN100100547,ITM-003,Capacitor 100uF,PCS,808,SUP-1009,Philippines/Manila
PO-79449,GRN100100548,ITM-004,Silicone Sealant,TUB,616,SUP-1009,Philippines/Manila
PO-79450,GRN100100549,ITM-005,Logic Chip,PCS,1083,SUP-1009,Philippines/Manila
PO-79451,GRN100100550,ITM-001,High Precision Resistor,PCS,1876,SUP-1010,Philippines/Manila
PO-79452,GRN100100551,ITM-002,Thermal Paste,TUB,634,SUP-1010,Philippines/Manila
PO-79453,GRN100100552,ITM-003,Capacitor 100uF,PCS,904,SUP-1010,Philippines/Manila
PO-79454,GRN100100553,ITM-004,Silicone Sealant,TUB,1590,SUP-1010,Taiwan/Taipei
PO-79455,GRN100100554,ITM-005,Logic Chip,PCS,1581,SUP-1010,Taiwan/Taipei
PO-79456,GRN100100555,ITM-001,High Precision Resistor,PCS,1412,SUP-1011,Philippines/Manila
PO-79457,GRN100100556,ITM-002,Thermal Paste,TUB,948,SUP-1011,Philippines/Manila
PO-79458,GRN100100557,ITM-003,Capacitor 100uF,PCS,1126,SUP-1011,Philippines/Manila
PO-79459,GRN100100558,ITM-004,Silicone Sealant,TUB,768,SUP-1011,US/New York
PO-79460,GRN100100559,ITM-005,Logic Chip,PCS,1302,SUP-1011,Taiwan/Taipei
PO-79461,GRN100100560,ITM-001,High Precision Resistor,PCS,1376,SUP-1012,US/New York
